Word	Cluster	Jaccard BNC-Genome	Genome neighbors	BNC_normalized neighbors
umbrella	6	0.0	umbrella red_umbrella umbrellas black_umbrella orange_umbrella an_umbrella green_umbrella blue_umbrella canopies pink_umbrella beach_chair canopy blanket tent beach_umbrella	however anchored royal treatment with sea dominant own respectability figures important or david find policed
umpire	8	0.0	umpire catcher empire baseball_umpire referee baseball_player player batter coach baseball_catcher players home_base dark_clothing home_plate spectator	settlement real royal imputing debate explain capital-intensive time felt types suburbia found value medium boot
underbelly	0	0.0	underbelly wingspan rear_leg abdomen white_head fuselage airplane_engine back_legs back_wing tail_fin rear_door nosecone propeller_blade hind_leg white_skin	exist issue examine justified their population body examples books (june concept any uniqueness about while
uniform	8	0.0	uniform jersey cleat mit baseball_cap gray_uniform shinguards baseball_uniform striped_tie snowsuit 17 blue_helmet helmet black_wetsuit polo	sciences reports allow another (2 redundant do health be above behind seminar panel yet social
urinal	2	0.0	urinal soap_dispenser bidet electricity_pole wood_plank toilet white_tub sockets bathroom_sink tub sink washing_machine potty brown_floor bathtub	relationships predominantly intend actual we stress communities engendered as when new again politically before role
urn	12	0.0	urn train_light candle_stick candlestick orange_flower rental_video t-shirts manicured_shrub kimono son small_table spice_bottle knick_knacks framed_photo street_lamps	touching royal anchored explain impact treatment take important policed again sites launched background they authors
utensil	7	0.0	utensil silverware utensils tea_bag spoon pasta_salad appetizers chickpeas fork spatula knife snacks bell_peppers artichoke beans	building attributes sphere grew commitment comparatively agriculturally far growth date here that according existing (see
valley	11	0.0	valley canyon neighborhood fog hilltop town roadside mountain_top mountian peck distance black_railing forrest peaks distant_tree	connection section latter way students focussing authors papers about politicians same application dispersal held determines
valve	2	0.0	valve plumbing flush_button flusher red_stain flush_handle grab_bar red_top seat_cover water_line safety_bar english valves bathroom_counter seat_lid	majority at unskilled commercial anthony distinction actually predominantly far sharp society politically extensive areas engendered
van	5	0.0	van suv car pickup vehicle taxi truck bus fire_truck cars vehicles jeep minivan car_parked motorcycles	housing two suggestion politically mcfarlane published migration opposition stress apart time subdivided felt networks new
vane	5	0.0	vane ornamentation weather_vane lightning_rod church_steeple cupola weathervane parapet spire small_windows decorative_piece etching gargoyle sea_shore spires	shetlanders early politically before whom a assuming question stress communities again suggestion engendered at claims
vase	19	0.0	vase pot bouquet vases planter blue_vase flower_vase flower_pot jug arrangement glass_vase lilies pottery pots jar	course inhabited meaningful co-operation at commercial enquiries davids bell at few society number aspect cost
vegetable	7	0.0	vegetable veggies vegetables onion peppers tomato meat bagels artichoke bell_peppers red_tomatoes tomato_slices carrots green_lettuce green_onion	convenient receive rationalisations belong another north but show position clearly urban northwards factors vaguely ambrose
vegetation	0	0.0	vegetation foliage shrubs dead_grass weeds grass green_bushes bushes rocks trees birch_tree green_trees stones house boulders	like benefit attempts development literature during right leisure activated economic merely rural use today part
vehicle	18	0.0	vehicle van car truck suv pickup dump_truck vehicles cars car_parked motorcycle bus scooter tractor_trailer trucks	communication anthony engendered at doing well-known commercial has saunders claims that distinction predominantly politically may
vein	6	0.0	vein veins muscle thumb_nail white_wristband backwards wedding_ring moisture tatoo gray_rocks knuckle finger_nail silver_watch fingernail rackets	occasions essentially incomer politically suggestion are networks at expediency vital facilities a two areas its
vent	17	0.0	vent ventilation air_vent ac_unit air_conditioning vent_hood control_panel ceiling_tile air_vents exhaust_fan sunglass skylight heater smoke_alarm arc	professionals circulation where topic produced disruptive stems meant local cast answers locally us support types
vessel	6	0.0	vessel pepsi drinking vent_hood background_trees white_wave land_mass black_pot window_blind carpeted_floor distant_tree mountain_top rag food_prep_item storm_clouds	we felt claims its opposition communities has dividing when debating a intend situation stress locals
vest	1	0.0	vest safety_vest rain_coat jacket coat cardigan brown_jacket suit_jacket cargo_shorts red_vest blue_jeans attire tan_pants black_pants hoodie	over explicit sphere choose mercenary that whether redundant springing yet attributes reports rise bearers sciences
vine	17	0.0	vine green_surface architecture grey_tile lit ivy number_six orange_flowers rose_petal dent red_leaves red_berry green_tarp letter_h vines	critical assuming early take stress tel time possibility the alternative intensive 2 shetland enquiry series
visor	8	0.0	visor headband hair_band tennis_uniform white_skirt tennis_skirt brim cleavage chin_strap sun_visor baseball_hat red_hair ball_cap capris mohawk	commodity all prevailing provision vicinity depends mercenary almost argue (1 on edinburgh effectiveness no central
wagon	18	0.0	wagon chariot carriage buggy left_wheel gondola dump_truck black_luggage vehicle tow_truck beetle motor_scooter flatbed kennel cart	camps national migration time opposition 358 stress court as housing predominantly status felt between does
waist	1	0.0	waist kneecap right_eyebrow left_shoulder batting_glove white_teeth finger_nails left_arm shin bikini_bottoms thighs swimming_trunks left_shoe pant pink_skirt	suddenness arrived basic stand phase wide-ranging masters promote conditions local unworthy no unemployment defined 385
walk	17	0.0	walk away service times ahead icicle wooden_board embellishment passenger_bus auto pub south hours letter_u man's_neck	deserved circulation decisions collar affect defend changes where support planning weapon bears answers am presented
wall	12	0.0	wall fence floor building walls tree bush blue_wall white_wall bushes sidewalk brick_wall tub ceiling trees	theme papers incomers determines section elicit being rights criterion authors goliath shetland students role wider
wallet	6	0.0	wallet wii_control batteries plate_stack water_bottles champagne_flute bottle_of_wine electronic_device papaya sticky_notes folder glass_of_water green_pillow dessert_plate food_prep_item	international lie touchstone all unemployment grow immigration prevailing mercenary vicinity depends feeling explicit talking (1
wallpaper	12	0.0	wallpaper brick_slab necktie wall_paper crown_molding paneling grey_tile striped_tie towel_bar smoke_alarm soccer_game linoleum paintings sockets black_jersey	native rural right literature listen fertile ideology development in matters part faith placed names social
watch	1	0.0	watch bracelet wrist_watch wristband bracelets silver_watch wrist_band wristwatch watchband sweat_band band armband white_wristband black_watch bangle	bears presented defend affect circulation decisions is planning deserved support produced expert collar changes provide
water	3	0.0	water ocean waves wave lake river grass rock sea sand dock spray rocks shore trees	literature development benefit rural faith matters recently alternative right big both social use impact etc
